IDTEACH,IDSCHOOL,PISASCHOOLID,IDLANG,IDCNTRY,CNTRY,IDCNTRYR,IDCNTPOP,TT3G01,TT3G03,TT3G04,TT3G05,TT3G06A1,TT3G06A2,TT3G06B1,TT3G06B2,TT3G06C1,TT3G06C2,TT3G06D1,TT3G06D2,TT3G06E1,TT3G06E2,TT3G06F1,TT3G06F2,TT3G06G1,TT3G06G2,TT3G06H1,TT3G06H2,TT3G06I1,TT3G06I2,TT3G06J1,TT3G06J2,TT3G06K1,TT3G06K2,TT3G06L1,TT3G06L2,TT3G07A,TT3G07B,TT3G07C,TT3G07D,TT3G07E,TT3G07F,TT3G07G,TT3G08,TT3G09,TT3G10A,TT3G10B,TT3G11A,TT3G11B,TT3G11C,TT3G11D,TT3G12,TT3G13,TT3G14,TT3G15A1,TT3G15A2,TT3G15B1,TT3G15B2,TT3G15C1,TT3G15C2,TT3G15D1,TT3G15D2,TT3G15E1,TT3G15E2,TT3G15F1,TT3G15F2,TT3G15G1,TT3G15G2,TT3G15H1,TT3G15H2,TT3G15I1,TT3G15I2,TT3G15J1,TT3G15J2,TT3G15K1,TT3G15K2,TT3G15L1,TT3G15L2,TT3G16,TT3G17,TT3G18A,TT3G18B,TT3G18C,TT3G18D,TT3G18E,TT3G18F,TT3G18G,TT3G18H,TT3G18I,TT3G18J,TT3G19A1,TT3G19A2,TT3G19A3,TT3G19B1,TT3G19B2,TT3G19B3,TT3G20A,TT3G20B,TT3G20C,TT3G20D,TT3G20E,TT3G20F,TT3G20G,TT3G20H,TT3G20I,TT3G20J,TT3G21A,TT3G21B,TT3G22A,TT3G22B,TT3G22C,TT3G22D,TT3G22E,TT3G22F,TT3G22G,TT3G22H,TT3G22I,TT3G22J,TT3G23A,TT3G23B,TT3G23C,TT3G23D,TT3G23E,TT3G23F,TT3G23G,TT3G23H,TT3G23I,TT3G23J,TT3G23K,TT3G23L,TT3G23M,TT3G23N,TT3G23O,TT3G24A,TT3G24B,TT3G24C,TT3G24D,TT3G24E,TT3G24F,TT3G24G,TT3G24H,TT3G25,TT3G26A,TT3G26B,TT3G26C,TT3G26D,TT3G26E,TT3G26F,TT3G26G,TT3G26H,TT3G26I,TT3G26J,TT3G26K,TT3G26L,TT3G27A,TT3G27B,TT3G27C,TT3G27D,TT3G27E,TT3G27F,TT3G27G,TT3G27H,TT3G27I,TT3G27J,TT3G27K,TT3G27L,TT3G27M,TT3G27N,TT3G28A,TT3G28B,TT3G28C,TT3G28D,TT3G28E,TT3G28F,TT3G28G,TT3G29A1,TT3G29A2,TT3G29A3,TT3G29A4,TT3G29B1,TT3G29B2,TT3G29B3,TT3G29B4,TT3G29C1,TT3G29C2,TT3G29C3,TT3G29C4,TT3G29D1,TT3G29D2,TT3G29D3,TT3G29D4,TT3G29E1,TT3G29E2,TT3G29E3,TT3G29E4,TT3G29F1,TT3G29F2,TT3G29F3,TT3G29F4,TT3G30,TT3G31A,TT3G31B,TT3G31C,TT3G31D,TT3G31E,TT3G31F,TT3G32A,TT3G32B,TT3G32C,TT3G32D,TT3G33A,TT3G33B,TT3G33C,TT3G33D,TT3G33E,TT3G33F,TT3G33G,TT3G33H,TT3G34A,TT3G34B,TT3G34C,TT3G34D,TT3G34E,TT3G34F,TT3G34G,TT3G34H,TT3G34I,TT3G34J,TT3G34K,TT3G34L,TT3G34M,TT3G35A,TT3G35B,TT3G35C,TT3G35D,TT3G35E,TT3G35F,TT3G35G,TT3G35H,TT3G36,TT3G37,TT3G38,TT3G39A,TT3G39B,TT3G39C,TT3G40A,TT3G40B,TT3G40C,TT3G40D,TT3G40E,TT3G41A,TT3G41B,TT3G41C,TT3G41D,TT3G42A,TT3G42B,TT3G42C,TT3G42D,TT3G42E,TT3G42F,TT3G42G,TT3G42H,TT3G42I,TT3G42J,TT3G42K,TT3G42L,TT3G42M,TT3G42N,TT3G42O,TT3G42P,TT3G43A,TT3G43B,TT3G43C,TT3G43D,TT3G44,TT3G45A,TT3G45B,TT3G45C,TT3G45D,TT3G45E,TT3G46,TT3G47A,TT3G47B,TT3G47C,TT3G47D,TT3G48A,TT3G48B,TT3G48C,TT3G48D,TT3G48E,TT3G48F,TT3G48G,TT3G48H,TT3G49A,TT3G49B,TT3G49C,TT3G49D,TT3G49E,TT3G50,TT3G51A,TT3G51B,TT3G51C,TT3G51D,TT3G52A,TT3G52B,TT3G52C,TT3G52D,TT3G52E,TT3G52F,TT3G52G,TT3G52H,TT3G52I,TT3G52J,TT3G52K,TT3G53A,TT3G53B,TT3G53C,TT3G53D,TT3G53E,TT3G53F,TT3G53G,TT3G53H,TT3G53I,TT3G53J,TT3G54A,TT3G54B,TT3G54C,TT3G54D,TT3G54E,TT3G55A,TT3G55B,TT3G55C,TT3G55D,TT3G55E,TT3G55F,TT3G55G,TT3G55H,TT3G55I,TT3G56A,TT3G56B,TT3G56C,TT3G56D,TT3G56E,TT3G57A,TT3G57B,TT3G57C,TT3G57D,TT3G57E,TT3G57F,TT3G57G,TT3G58,TPART,MODEA_TcQ,IDPOP,INTAL18,TALIS08POP,TALIS13POP,SCHWGT,TCHWGT,TRWGT1,TRWGT2,TRWGT3,TRWGT4,TRWGT5,TRWGT6,TRWGT7,TRWGT8,TRWGT9,TRWGT10,TRWGT11,TRWGT12,TRWGT13,TRWGT14,TRWGT15,TRWGT16,TRWGT17,TRWGT18,TRWGT19,TRWGT20,TRWGT21,TRWGT22,TRWGT23,TRWGT24,TRWGT25,TRWGT26,TRWGT27,TRWGT28,TRWGT29,TRWGT30,TRWGT31,TRWGT32,TRWGT33,TRWGT34,TRWGT35,TRWGT36,TRWGT37,TRWGT38,TRWGT39,TRWGT40,TRWGT41,TRWGT42,TRWGT43,TRWGT44,TRWGT45,TRWGT46,TRWGT47,TRWGT48,TRWGT49,TRWGT50,TRWGT51,TRWGT52,TRWGT53,TRWGT54,TRWGT55,TRWGT56,TRWGT57,TRWGT58,TRWGT59,TRWGT60,TRWGT61,TRWGT62,TRWGT63,TRWGT64,TRWGT65,TRWGT66,TRWGT67,TRWGT68,TRWGT69,TRWGT70,TRWGT71,TRWGT72,TRWGT73,TRWGT74,TRWGT75,TRWGT76,TRWGT77,TRWGT78,TRWGT79,TRWGT80,TRWGT81,TRWGT82,TRWGT83,TRWGT84,TRWGT85,TRWGT86,TRWGT87,TRWGT88,TRWGT89,TRWGT90,TRWGT91,TRWGT92,TRWGT93,TRWGT94,TRWGT95,TRWGT96,TRWGT97,TRWGT98,TRWGT99,TRWGT100,TCHAGEGR,T3STBEH,T3CLAIN,T3CLASM,T3COGAC,T3COLES,T3EFFPD,T3EXCH,T3PDBAR,T3DISC,T3PERUT,T3PDIV,T3PDPED,T3VALP,T3SATAT,T3JSENV,T3JSPRO,T3SECLS,T3SEINS,T3SEENG,T3SEFE,T3SOCUT,T3STAKE,T3TEAM,T3STUD,T3WELS,T3WLOAD,T3TPRA,T3COOP,T3JOBSA,T3SELF,T3DIVP,IEADATE,VERSION
300101.0,3001.0,,12.0,156001.0,CSH,38.0,CSH2,1.0,5.0,1.0,2002.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,16.0,16.0,0.0,0.0,2.0,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,55.0,,6.0,3.0,9.0,5.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,6.0,3.0,3.0,2.0,2.0,5.0,5.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,94.0,5.0,5.0,90.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,1.0,3.0,4.0,4.0,3.0,1.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,,,,,,2.0,,,,,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,17.0,3.0,2.0,1.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,3.2856276083,12.15682,6.07841,18.23523,18.23523,6.07841,6.07841,18.23523,6.07841,18.23523,18.23523,6.07841,18.23523,6.07841,6.07841,18.23523,18.23523,6.07841,18.23523,6.07841,6.07841,18.23523,6.07841,18.23523,18.23523,6.07841,18.23523,6.07841,6.07841,18.23523,18.23523,6.07841,6.07841,18.23523,18.23523,6.07841,18.23523,6.07841,6.07841,18.23523,18.23523,6.07841,6.07841,18.23523,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,18.23523,18.23523,6.07841,18.23523,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,18.23523,6.07841,18.23523,6.07841,6.07841,18.23523,18.23523,6.07841,6.07841,18.23523,18.23523,6.07841,3.0,9.48304589510795,13.1686032495605,13.0399747930479,7.63854867817029,10.8059956233626,12.7051332153822,8.8383189420491,6.77176637202162,6.96488128168801,9.61269531784269,11.5343856350812,10.81970358609,6.86283812561006,14.7868454719706,9.12561683701779,9.26625137855533,14.0902384619608,11.2370160936752,8.29528765579569,,9.71637014762752,8.34220043100808,15.0173930939979,15.6518856746055,8.54891704856687,11.3594905239355,11.7407369570199,9.66626866669949,9.11981523478247,11.2909554959868,,20200114.0,310.0
300102.0,3001.0,,12.0,156001.0,CSH,38.0,CSH2,1.0,5.0,1.0,2003.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,15.0,15.0,0.0,0.0,2.0,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,,,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,70.0,,12.0,8.0,10.0,10.0,4.0,4.0,5.0,5.0,5.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,53.0,5.0,10.0,85.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,,,,,,2.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,18.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,3.2856276083,12.15682,6.07841,18.23523,18.23523,6.07841,6.07841,18.23523,6.07841,18.23523,18.23523,6.07841,18.23523,6.07841,6.07841,18.23523,18.23523,6.07841,18.23523,6.07841,6.07841,18.23523,6.07841,18.23523,18.23523,6.07841,18.23523,6.07841,6.07841,18.23523,18.23523,6.07841,6.07841,18.23523,18.23523,6.07841,18.23523,6.07841,6.07841,18.23523,18.23523,6.07841,6.07841,18.23523,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,18.23523,18.23523,6.07841,18.23523,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,18.23523,6.07841,18.23523,6.07841,6.07841,18.23523,18.23523,6.07841,6.07841,18.23523,18.23523,6.07841,3.0,9.48304589510795,14.5170871796067,14.3207008725652,12.52439776453,14.2922684925795,12.7051332153822,14.3524234712016,10.8601553169528,9.64025362437512,12.348415644572,10.6214563014086,12.4766621231109,6.86283812561006,15.1964790075926,11.9420911044823,11.4194119360246,14.9860252213055,13.6754484475773,15.2550078327728,,14.3563507265594,11.1959514246675,11.662845717647,11.4957191629017,9.54679689126744,10.5818031380933,15.3949526906524,14.8693403148302,12.0298975223418,15.3330491550863,,20200114.0,310.0
300103.0,3001.0,,12.0,156001.0,CSH,38.0,CSH2,1.0,5.0,1.0,2002.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,,,,,4.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,7.0,16.0,0.0,0.0,2.0,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,55.0,,16.0,2.0,15.0,15.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,6.0,3.0,6.0,3.0,6.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,51.0,30.0,10.0,60.0,2.0,4.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,,,,,,2.0,,,,,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,14.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,3.2856276083,12.15682,6.07841,18.23523,18.23523,6.07841,6.07841,18.23523,6.07841,18.23523,18.23523,6.07841,18.23523,6.07841,6.07841,18.23523,18.23523,6.07841,18.23523,6.07841,6.07841,18.23523,6.07841,18.23523,18.23523,6.07841,18.23523,6.07841,6.07841,18.23523,18.23523,6.07841,6.07841,18.23523,18.23523,6.07841,18.23523,6.07841,6.07841,18.23523,18.23523,6.07841,6.07841,18.23523,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,18.23523,18.23523,6.07841,18.23523,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,18.23523,6.07841,18.23523,6.07841,6.07841,18.23523,18.23523,6.07841,6.07841,18.23523,18.23523,6.07841,3.0,7.13883853588462,14.5170871796067,9.77154464716569,11.9839171509629,10.8059956233626,12.7051332153822,13.0200190310718,8.26219861928462,8.87402698542952,12.0681606071608,8.43451364387968,8.41275329020693,9.64804075144557,12.3116130439568,12.417052092061,13.9816510059447,10.9417465762837,11.2370160936752,11.5991867551125,,14.3563507265594,11.5879017926238,14.2577954628781,12.6952091785265,12.1304379622594,13.143465045925,12.9201044189314,12.083687871601,13.8083988413436,11.3519788316721,,20200114.0,310.0
300104.0,3001.0,,12.0,156001.0,CSH,38.0,CSH2,1.0,5.0,1.0,1995.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,2.0,2.0,1.0,4.0,1.0,4.0,,,,,3.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,15.0,23.0,0.0,0.0,2.0,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,70.0,,2.0,6.0,6.0,12.0,14.0,16.0,10.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,5.0,48.0,10.0,10.0,80.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,,,,,,2.0,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,20.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.2856276083,12.15682,6.07841,18.23523,18.23523,6.07841,6.07841,18.23523,6.07841,18.23523,18.23523,6.07841,18.23523,6.07841,6.07841,18.23523,18.23523,6.07841,18.23523,6.07841,6.07841,18.23523,6.07841,18.23523,18.23523,6.07841,18.23523,6.07841,6.07841,18.23523,18.23523,6.07841,6.07841,18.23523,18.23523,6.07841,18.23523,6.07841,6.07841,18.23523,18.23523,6.07841,6.07841,18.23523,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,18.23523,18.23523,6.07841,18.23523,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,6.07841,18.23523,18.23523,6.07841,18.23523,6.07841,6.07841,18.23523,18.23523,6.07841,6.07841,18.23523,18.23523,6.07841,4.0,6.98137522225656,11.8201193195144,9.29449567123811,14.2175848194212,8.88842183085501,12.7051332153822,10.6786313995275,8.96985100335096,6.96488128168801,11.4020159413142,11.6433921226838,8.0944428344108,12.4850296831778,11.0217031871045,15.3489374406194,11.0103334235739,14.0902384619608,15.0633398430667,13.8519504717455,,14.3563507265594,15.1727062815725,15.0173930939979,16.3755632301577,8.16711954353362,9.10711063122257,12.4628573528269,9.62160428830799,13.7853084032694,14.9753477806004,,20200114.0,310.0
